notebook,zone,archived,cell_index,section,title,xlabel,ylabel,recipe,gallery_category,gallery_chart,has_fit,has_log_axis,is_grid,color_by_third_var,rendered_png_outputs
research/July07/spectra_side_by_side_952_improve_vs_ethiopia.ipynb,research/July07,False,11,"4. The side-by-side figure — identical format, raw (top) and baselined (bottom)",Do the 952-sample calibration spectra look like the Ethiopia spectra?  ,wavenumber (cm$^{-1}$),absorbance (a.u.),plot,evolution,Line chart,False,False,True,False,0
research/July07/spectra_side_by_side_952_improve_vs_ethiopia.ipynb,research/July07,False,13,"5. Bonus — baselined mean shapes, area-normalized and overlaid",Mean baselined shape — IMPROVE 952 vs. ETAD,wavenumber (cm$^{-1}$),area-normalized absorbance,plot,evolution,Line chart,False,False,False,False,0
research/July07/spectra_side_by_side_improve_vs_ethiopia.ipynb,research/July07,False,9,"4. The side-by-side figure — identical format, raw (top) and baselined (bottom)",Do the calibration spectra look like the Ethiopia spectra?  ,wavenumber (cm$^{-1}$),absorbance (a.u.),plot,evolution,Line chart,False,False,True,False,0
research/July07/spectra_side_by_side_improve_vs_ethiopia.ipynb,research/July07,False,11,"5. Bonus — baselined mean shapes, area-normalized and overlaid",Mean baselined shape — IMPROVE vs. ETAD,wavenumber (cm$^{-1}$),area-normalized absorbance,plot,evolution,Line chart,False,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_deming.ipynb,research/addis_fabs_ec_deming,False,13,Step 3 — how far must EC shift to zero the intercept?,"Addis: fAbs vs FTIR-EC — OLS vs Deming, and the EC shift that zeros the intercept",FTIR-EC (µg/m³),fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_deming.ipynb,research/addis_fabs_ec_deming,False,23,The three corrections as graphs,"Addis fAbs vs FTIR-EC — raw, additive, and multiplicative EC corrections (each re-fit)",,fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_deming.ipynb,research/addis_fabs_ec_deming,False,25,Why the multiplier can't move the offset — the geometry,"Additive: every point slides the SAME distance →\nline keeps its slope, drops to origin",EC (µg/m³),fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,17,"Three regressions, side by side","Addis fAbs vs FTIR-EC — offset under raw, additive, and multiplicative EC corrections",,fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,19,Why a multiplier can't remove the offset (the geometry),"Additive: every point slides the SAME distance →\nline keeps its slope, drops to origin",EC (µg/m³),fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,24,"All sites — fAbs vs FTIR-EC crossplot, anchored at (0, 0)",fAbs vs FTIR-EC — all sites from the origin  (♦ = each site’s intercept),FTIR-EC (µg/m³),fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,25,"All sites — fAbs vs FTIR-EC crossplot, anchored at (0, 0)",{site.replace(,FTIR-EC (µg/m³),fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,False,False,True,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,28,"Ethiopia only — raw vs additive-corrected, in the same panel style",Addis Ababa (Ethiopia) — additive correction removes the offset; ♦ marks the intercept,,fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,30,"All four sites — Addis additive-corrected, the others raw",{site.replace(,,fAbs (Mm⁻¹),plot+scatter,correlation,Scatterplot,True,False,True,False,0
research/addis_fabs_ec_deming/addis_fabs_ec_offset_correction.ipynb,research/addis_fabs_ec_deming,False,32,What about both — a multiplicative *and* additive correction?,To zero the intercept: Δ = k · (offset/slope),multiplier k,additive Δ needed (µg/m³),plot,evolution,Line chart,True,False,False,False,0
research/archive/catch_up/02_loading_volume_operating_envelope.ipynb,research/archive,True,5,"Loading, Volume, and Operating Envelope",,,,boxplot,distribution,Boxplot,False,False,True,False,1
research/archive/catch_up/02_loading_volume_operating_envelope.ipynb,research/archive,True,6,"Loading, Volume, and Operating Envelope",SPARTAN HIPS response by EC surface loading,FTIR EC surface loading (ug/cm2),HIPS Fabs (1/Mm),scatter,correlation,Scatterplot,False,False,False,False,1
research/archive/catch_up/03_residuals_chemistry_spectral_metrics.ipynb,research/archive,True,5,HIPS Residuals vs Chemistry and Aethalometer Spectral Metrics,,,HIPS BC(MAC10) - FTIR EC,plot+scatter,correlation,Scatterplot,True,False,True,False,1
research/archive/catch_up/05_raw_atn_aae_green_channel_diagnostics.ipynb,research/archive,True,5,Raw ATN AAE and Green Channel Diagnostics,Raw dATN AAE (UV/IR),,,hist,distribution,Histogram,False,False,False,False,1
research/archive/catch_up/06_delhi_seasonality_crop_burning_check.ipynb,research/archive,True,6,Delhi Seasonality and Crop-Burning Check,,,,boxplot,distribution,Boxplot,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,6,1. KBr Blank Subtraction Module,,Wavenumber (cm^-1),normalized response,plot,evolution,Line chart,False,False,False,False,0
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,8,2. Functional-Group Quantification and OC/EC Calculator,Functional-Group Region Intensities,,,imshow,correlation,Heatmap,False,False,False,True,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,11,3. Literature Reference Spectra Overlay,Literature vs Lab Charcoal Spectra,Wavenumber (cm^-1),Normalized response,plot,evolution,Line chart,False,False,False,False,0
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,13,4. Real-World Ground Truth: Adama Sample Comparison,Adama Batch54 PTFE FTIR Spectra,Wavenumber (cm^-1),Normalized response,plot,evolution,Timeseries,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,14,4. Real-World Ground Truth: Adama Sample Comparison,Adama TOR char vs soot,soot-EC = EC2 + EC3,char-EC = EC1 - OPTR,bar+plot+scatter,correlation,Connected Scatter,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,16,5. Biomass-Burning Decision Tree / Classification Placeholder,Prototype Biomass/Charcoal Decision Space,OC/EC ratio,char-EC / soot-EC,scatter,correlation,Bubble,False,False,False,True,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_ec_discrepancy_workflow.ipynb,research/archive,True,18,6. The 7 ug/m3 EC Shift Simulation,Addis HIPS vs shifted FTIR EC,FTIR EC after fixed shift (ug/m3),HIPS BC-equivalent (ug/m3),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,11,Minatre / Dryad Charcoal Temperature Spectra,Reference Charcoal FTIR Spectra by Charring Temperature,Wavenumber (cm-1),Normalized relative intensity,plot,evolution,Line chart,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,13,Diagnostic Region Summary,Average FTIR Feature Intensity Across Charring Temperature,Reference charring temperature (C),Mean normalized intensity in region,plot,evolution,Timeseries,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,15,Low-Dimensional Map of Reference Charcoals,Reference Charcoal Spectral Map,PC1 ({var[0] * 100:.1f}% variance),PC2 ({var[1] * 100:.1f}% variance),scatter,correlation,Bubble,False,False,False,True,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,17,Tigalana Rice-Straw Biochar: Before/After Modification and Pb Loading,Rice-Straw Biochar FTIR: Treatment Comparison,Wavenumber (cm-1),Normalized absorption proxy from transmittance,plot,evolution,Line chart,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,19,White Charcoal Quality Tables,White Charcoal Proximate Analysis,,Percent by mass,plot,evolution,Line chart,False,False,False,False,1
research/archive/charcoal_ftir/notebooks/charcoal_kbr_ftir_reference_analysis.ipynb,research/archive,True,21,Optional: Overlay Our Lab KBr Pellet Spectra,Lab KBr Pellet Spectra Overlay,Wavenumber (cm-1),Normalized response,plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/01_adama_spectra.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,Plot — raw spectra with the Teflon artifacts marked,Adama PTFE FTIR spectra (n=5) — substrate artifacts marked,wavenumber (cm⁻¹),absorbance (a.u.),plot,evolution,Timeseries,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/01_adama_spectra.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,Baseline-flatten + peak-area ranking vs. EC ranking (the hook),Does the highest-EC sample have the biggest CH peak?,general FTIR-EC (µg/m³),"CH-band area (2800–3000, flattened)",scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/02_adama_tor_vs_ftir.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,"Cross-plot — Tor EC (x) vs. FTIR-EC (y), 1:1 reference",Adama — Tor EC vs. FTIR-EC (n=5),"Tor EC (reflectance, µg/m³)  — ground truth",FTIR-EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/03_adama_char_soot.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,Per-sample bar plot — char vs. soot (the meeting's simple plot),Adama — char-EC vs. soot-EC per sample (OPR vs OPT),quartz FilterId,EC mass loading (µg C),bar,ranking,Barplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/03_adama_char_soot.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,"Does OPT change the story? (char/soot ratio, both conventions)",Source discriminator — OPR vs OPT,quartz FilterId,char-EC / soot-EC,bar,ranking,Barplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/04_ethiopia_etad_spectra.ipynb,research/ftir_ec_calibration_2026_06_25,False,5,Plot 1 — all ETAD spectra overlaid,All ETAD (Addis/Ethiopia) FTIR spectra (n={len(X)}),wavenumber (cm⁻¹),absorbance (a.u.),plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/04_ethiopia_etad_spectra.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,Plot 2 — spectra by season (biomass vs diesel),{season} months  ({,wavenumber (cm⁻¹),absorbance (a.u.),plot,evolution,Timeseries,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/05_calibration_variants.ipynb,research/ftir_ec_calibration_2026_06_25,False,6,2. Consistent component-selection: first major RMSECV minimum,Real EC-training RMSECV curve (n={Xec.shape[0]} samples),n PLS components,"RMSECV (µg, 5-fold)",plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,Build every variant and draw its predicted-vs-measured 1:1 graph,{name}{tag}\nn={r[,measured EC (µg),predicted EC (µg),plot+scatter,correlation,Scatterplot,True,False,True,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,12,"The ""inverse"" view — which samples each inverse variant trains on",CAL-3 (inverse) — trains only on the under-predicted samples,measured EC (µg),baseline predicted EC (µg),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,13,"The ""inverse"" view — which samples each inverse variant trains on",CAL-2 (inverse) — trains only on the 3σ-removed samples,measured EC (µg),baseline predicted EC (µg),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,15,Number of components — the rules side by side,"RMSECV curve per variant (pick the first major minimum, consistently)",n PLS components,"RMSECV (µg, 5-fold)",plot,evolution,Timeseries,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,19,Figure A — RMSECV: raw vs. 2nd-derivative,"RMSECV: raw vs. 2nd-derivative (CAL-0, n=906)",n PLS components,"RMSECV (µg, 5-fold)",plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/06_calibration_variants_components.ipynb,research/ftir_ec_calibration_2026_06_25,False,21,Figure B — Mean spectrum: raw vs. 2nd-derivative,Mean raw spectrum (sloping PTFE baseline dominates),wavenumber (cm⁻¹),raw absorbance,plot,evolution,Line chart,False,False,True,False,0
research/ftir_ec_calibration_2026_06_25/07_ethiopia_variant_ec.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,How much does the calibration choice move the Ethiopia EC?,ETAD (Addis/Ethiopia) EC by calibration variant  (n=319 filters),,predicted EC (µg/m³),boxplot,distribution,Boxplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/07_ethiopia_variant_ec.ipynb,research/ftir_ec_calibration_2026_06_25,False,11,Paired view — each variant vs. the keep-everything baseline (CAL-0),{c}\nmedian {c.split()[0]}/CAL-0 = {med_ratio:.2f},CAL-0 EC (µg/m³),variant EC (µg/m³),plot+scatter,correlation,Connected Scatter,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/08_adama_hips_crossplots.ipynb,research/ftir_ec_calibration_2026_06_25,False,1,New-calibration EC vs. reference — Adama (TOR) and ETAD (HIPS),,,,plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/09_component_selection_fixed.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,"Figure 1 — %RMSECV, candidates vs. diagnostics (the corrected graph)","Corrected component selection — %RMSECV, 10-fold interleaved CV",n PLS components,%RMSECV  (= RMSECV ÷ subset mean EC),plot,evolution,Line chart,False,False,False,True,0
research/ftir_ec_calibration_2026_06_25/09_component_selection_fixed.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,Figure 2 — raw vs. 2nd-derivative (CAL-0): why the raw curve is jagged,CAL-0: raw spectra are jagged; 2nd-derivative is smooth (one 5% tol → consistent k),n PLS components,"%RMSECV (CAL-0, n=906)",plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/09_ethiopia_component_ec.ipynb,research/ftir_ec_calibration_2026_06_25,False,12,How much does the component count alone move the Ethiopia EC?,RMSECV — recommended k={kmin} (red),n components,"RMSECV (µg, 5-fold)",boxplot+plot,distribution,Boxplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/10_calibration_variants_effect.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,Figure A — predicted vs. measured at each variant's corrected k\*,{name}\nn={mdl[,measured EC (µg),predicted EC (µg),plot+scatter,correlation,Scatterplot,True,False,True,False,0
research/ftir_ec_calibration_2026_06_25/10_calibration_variants_effect.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,Figure B — THE EFFECT: apply every calibration to the same 906 filters,"Effect of calibration choice — same 906 filters, different predicted EC",,predicted EC on the full 906 filters (µg),boxplot,distribution,Boxplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/10_ethiopia_ec_both_lots.ipynb,research/ftir_ec_calibration_2026_06_25,False,12,How much does spanning both lots move the Ethiopia EC?,"Median Ethiopia EC vs components, by training set",n components,median ETAD EC (µg/m³),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/11_hips_intercept_calibrations.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,Before / after — the crossplot,ETAD New-EC vs HIPS — steep IMPROVE cal (−5.25)  →  range-matched cal (~−1.3),HIPS EC = Fabs/10 (µg/m³),New FTIR-EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_calibration_2026_06_25/12_dedicated_ethiopia_calibration.ipynb,research/ftir_ec_calibration_2026_06_25,False,13,Progression crossplot — current → dedicated data → Weakley pipeline,ETAD New-EC vs HIPS — current (−5.25) → dedicated lot-248+251 data → +Weakley pipeline,HIPS EC = Fabs/10 (µg/m³),New FTIR-EC (µg/m³),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/13_chase_origin_and_biomass.ipynb,research/ftir_ec_calibration_2026_06_25,False,5,"Frontier — slope vs intercept (target = the ⭐ at (1,0))","Can we reach (1,0)? — corrections on the lot-248+251 calibration (k=10)",ETAD-vs-HIPS slope (want 1),intercept µg/m³ (want 0),scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/13_chase_origin_and_biomass.ipynb,research/ftir_ec_calibration_2026_06_25,False,7,Best origin-approaching crossplot — drop-CF (slope≈1) vs SNV (intercept≈0),"The (1,0) tradeoff — you get slope≈1 OR intercept≈0, not both (a real ~−1.3 floor)",HIPS EC = Fabs/10 (µg/m³),New FTIR-EC (µg/m³),plot+scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/13_chase_origin_and_biomass.ipynb,research/ftir_ec_calibration_2026_06_25,False,9,"PART 2 — peak-ratio biomass classifier (the meeting's method, implemented)","Organic-band profile — Addis is OH-dominated (smoldering wood smoke), low aromatic",,fraction of organic band area (median),bar,ranking,Barplot,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/14_choosing_calibration_data.ipynb,research/ftir_ec_calibration_2026_06_25,False,5,B. Coverage — is ETAD inside the training spectral domain?,"ETAD sits INSIDE the lot-248+251 training domain → interpolation, not extrapolation",leverage (whitened PCA distance to training centre),density,hist,distribution,Histogram,False,False,False,False,0
research/ftir_ec_calibration_2026_06_25/15_downstream_recommended_calibration.ipynb,research/ftir_ec_calibration_2026_06_25,False,1,Downstream with the validated calibration (Ethiopia + Adama),,,,plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_phase3/ftir_11_ocec_ratio_cohort.ipynb,research/ftir_ec_phase3,False,17,"8. Visualize the cohort cut, CV curves, and Addis crossplots",,,,hist+plot+scatter,correlation,Scatterplot,False,False,False,False,1
research/ftir_ec_phase3/ftir_11_ocec_ratio_cohort.ipynb,research/ftir_ec_phase3,False,18,"8. Visualize the cohort cut, CV curves, and Addis crossplots",OC/EC-ratio cohorts on the fixed phase-2 Addis cohort,"HIPS EC-equivalent, MAC=10 (µg/m³)",FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/ftir_ec_phase3/ftir_12_band_1600_identity.ipynb,research/ftir_ec_phase3,False,7,3. Peak-center distributions: Addis sits below every IMPROVE cohort,,,,hist,distribution,Histogram,False,False,False,False,0
research/ftir_ec_phase3/ftir_12_band_1600_identity.ipynb,research/ftir_ec_phase3,False,15,7. Median diagnostic-window spectra,,,,plot,evolution,Line chart,False,False,False,False,0
research/ftir_ec_phase3/ftir_13_airspec_corrected_calibrations.ipynb,research/ftir_ec_phase3,False,17,8. Crossplots on the fixed cohort: raw-spectra models vs AIRSpec models,AIRSpec-corrected calibrations on the fixed Addis cohort,"HIPS EC-equivalent, MAC=10 (µg/m³)",FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_phase3/ftir_15_uncertainty_and_hybrid.ipynb,research/ftir_ec_phase3,False,5,2. Site-cluster bootstrap of the Addis regression,,,,hist,distribution,Histogram,True,False,False,False,0
research/ftir_ec_phase3/ftir_15_uncertainty_and_hybrid.ipynb,research/ftir_ec_phase3,False,7,"3. Where the corrected model's Addis scatter lives: D², Q, loading, season",Prediction residual vs distance from the calibration cloud,,Addis residual: FTIR EC − HIPS/10 (µg/m³),scatter,correlation,Scatterplot,False,False,False,False,0
research/ftir_ec_phase3/ftir_15_uncertainty_and_hybrid.ipynb,research/ftir_ec_phase3,False,10,4. Hybrid cohort: OC/EC pre-filter + corrected-spectrum similarity,,"HIPS EC-equivalent, MAC=10 (µg/m³)",FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,0
research/ftir_ec_phase3/ftir_16_mac_decision_prep.ipynb,research/ftir_ec_phase3,False,7,3. Implied MAC at Addis under Adama-like composition,,,,hist,distribution,Histogram,False,False,False,False,1
research/ftir_ec_phase3/ftir_16_mac_decision_prep.ipynb,research/ftir_ec_phase3,False,11,5. IMPROVE implied-MAC bridge (auto-runs when `FTIR/local_db` returns),,,,fill_between+plot,evolution,Area chart,False,True,False,False,1
research/ftir_ec_phase3/ftir_17_deck_figures_and_seasonal_spectra.ipynb,research/ftir_ec_phase3,False,5,"2. The all-data cross plot, new format: deployed FTIR EC vs HIPS",Deployed SPARTAN FTIR EC — MAC = {mac},"HIPS EC-equivalent, Fabs/{mac} (µg/m³)",Deployed FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/ftir_ec_phase3/ftir_17_deck_figures_and_seasonal_spectra.ipynb,research/ftir_ec_phase3,False,7,3. No-cleaning full-pool TOR calibration (protocol-matched),{label} (k={K_RAW if ,"HIPS EC-equivalent, Fabs/10 (µg/m³)",FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/ftir_ec_phase3/ftir_17_deck_figures_and_seasonal_spectra.ipynb,research/ftir_ec_phase3,False,9,"4. Full-range spectra, IMPROVE vs Addis, side by side",AIRSpec df1=6 corrected,Wavenumber (cm⁻¹),Median absorbance,fill_between+plot,evolution,Area chart,False,False,True,False,1
research/ftir_ec_phase3/ftir_17_deck_figures_and_seasonal_spectra.ipynb,research/ftir_ec_phase3,False,11,5. Addis spectra by Naveed's seasons,Addis median spectra by Naveed,,Median absorbance (IQR shaded),fill_between+plot,evolution,Area chart,False,False,False,False,1
research/ftir_ec_phase3/ftir_18_transfer_roundup.ipynb,research/ftir_ec_phase3,False,9,4. The roundup figure,Every training-set choice on the same Addis axes (MAC = 10)\n,"HIPS EC-equivalent, Fabs/10 (µg/m³)",Predicted EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,True,False,1
research/ftir_ec_phase3/ftir_19_mac_effect_on_calibrations.ipynb,research/ftir_ec_phase3,False,7,2. Every calibration with the MAC fix applied to HIPS,"The MAC fix applied to HIPS, setup by setup: each calibration pivots on ","HIPS EC-equivalent, Fabs/MAC (µg/m³)",Predicted FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,True,False,1
research/ftir_ec_phase3/ftir_19_mac_effect_on_calibrations.ipynb,research/ftir_ec_phase3,False,9,"3. The decision view: slopes swing with MAC, intercepts stand still",Every slope moves ×0.6 from MAC 10 to MAC 6 — every intercept stays put,"Addis slope, predicted EC vs Fabs/MAC (fixed cohort, n = 190)",,plot+scatter,correlation,Scatterplot,False,False,False,False,1
research/ftir_ec_phase3/ftir_20_component_selection_across_setups.ipynb,research/ftir_ec_phase3,False,13,5. The figure: one panel per calibration setup,"Component selection on every calibration setup: same cohorts, two protocols\n",n PLS components,"%RMSECV  (100 × RMSECV / mean EC, log scale)",plot+scatter,correlation,Connected Scatter,False,True,True,False,1
research/ftir_ec_phase3/ftir_20_component_selection_across_setups.ipynb,research/ftir_ec_phase3,False,15,"6. The deck strip: k under each rule, per setup",The two protocols disagree on k by up to 3× — and not always in the same ,PLS components chosen,,plot+scatter,correlation,Scatterplot,False,False,False,False,1
research/ftir_ec_phase3/ftir_21_both_protocols_end_to_end.ipynb,research/ftir_ec_phase3,False,11,4. Both protocols on the same Addis axes,Every calibration setup run twice: Calibration app vs site-held-out protocol\n,"HIPS EC-equivalent, Fabs/10 (µg/m³)",Predicted FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,True,False,1
research/ftir_ec_phase3/ftir_21_both_protocols_end_to_end.ipynb,research/ftir_ec_phase3,False,13,"5. The deck strip: intercept and slope, protocol by protocol",Intercept,Addis intercept (µg/m³) — zero is the target,,plot+scatter,correlation,Scatterplot,False,False,False,False,1
research/ftir_ec_phase3/ftir_22_figures_under_both_protocols.ipynb,research/ftir_ec_phase3,False,10,3. ftir_15 re-derived: the bootstrap intercept CI under both protocols,ftir_15 re-derived: the bootstrap CI depends on the protocol too\n,Addis {metric} — site-cluster bootstrap 95% CI (B={B_BOOT}),,plot+scatter,correlation,Connected Scatter,False,False,False,False,1
research/ftir_ec_phase3/ftir_22_figures_under_both_protocols.ipynb,research/ftir_ec_phase3,False,13,4. ftir_15 re-derived: residual structure vs distance from the calibration cloud,{spectra_label} spectra,D² from the calibration score cloud (log),Addis residual: FTIR EC − Fabs/10 (µg/m³),scatter,correlation,Scatterplot,False,True,False,False,1
research/ftir_ec_phase3/ftir_22_figures_under_both_protocols.ipynb,research/ftir_ec_phase3,False,16,5. ftir_11 re-derived: the cohort-size sweep under both protocols,ftir_11 re-derived: the cohort-size sweep under both protocols ,lowest-OC/EC cohort size,,plot,evolution,Line chart,False,True,False,False,1
research/ftir_ec_phase3/ftir_22_figures_under_both_protocols.ipynb,research/ftir_ec_phase3,False,18,6. ftir_19 re-derived: the MAC pivot under both protocols,{spectra_label} spectra,"HIPS EC-equivalent, Fabs/MAC (µg/m³)",Predicted FTIR EC (µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/ftir_ec_phase3/ftir_23_component_selection_by_protocol.ipynb,research/ftir_ec_phase3,False,9,"4. The decision, drawn — one figure per protocol",How the {MODE_SHORT[mode]} protocol chooses k\n,n PLS components,RMSECV (µg/filter),fill_between+plot+scatter,correlation,Connected Scatter,False,False,True,False,2
research/ftir_ec_phase3/ftir_23_component_selection_by_protocol.ipynb,research/ftir_ec_phase3,False,11,5. Selection next to its consequence,The decision,n PLS components,{MODE_SHORT[mode]}\nRMSECV (µg/filter),fill_between+plot+scatter,correlation,Connected Scatter,False,False,True,False,2
research/ftir_ec_phase3/ftir_26_improve_hips_origin.ipynb,research/ftir_ec_phase3,False,27,Figures,IMPROVE HIPS does not read 21.5 Mm⁻¹ at EC = 0 — but its intercepts do grow ,,,errorbar+fill_between+plot+scatter,correlation,Scatterplot,True,True,True,False,1
research/ftir_ec_phase3/ftir_26_improve_hips_origin.ipynb,research/ftir_ec_phase3,False,29,Figures,,,,hist+plot,distribution,Histogram,False,True,False,False,1
research/ftir_ec_phase3/ftir_27_chemspec_circularity.ipynb,research/ftir_ec_phase3,False,23,The diagnostic figure,residuals lie on the rounding lattice,position in the 0.01 µg/m³ cell,residual (10⁻³ µg/m³),plot+scatter,correlation,Scatterplot,True,False,False,False,1
research/ftir_ec_phase3/ftir_28_ma350_brc_falsification.ipynb,research/ftir_ec_phase3,False,11,"Figure 1 — the measured AAE, and the AAE the intercept would need","The measured AAE sits below the black-carbon anchor,\nnot above it","AAE(625, 880) from MA350 b$_{ATN}$, per filter-day",filter-days,hist,distribution,Histogram,False,False,False,False,1
